0.000135,1.000000
0.000255,2.000000
0.000334,3.000000
0.000504,4.000000
0.000584,5.000000
0.000603,6.000000
0.000648,7.000000
0.000842,8.000000
0.000943,9.000000
0.000973,10.000000
0.001037,10.000000
0.001092,10.000000
0.001165,10.000000
0.001188,10.000000
0.001263,10.000000
0.001326,10.000000
0.001353,1.000000
0.001576,2.000000
0.001662,3.000000
0.001776,4.000000
0.001866,5.000000
0.001886,5.200000
0.001955,5.392308
0.002165,5.577757
0.002304,5.757041
0.002331,5.930741
0.002416,6.099354
0.002443,6.263306
0.002678,6.422966
0.002724,6.578657
0.002747,6.730664
0.002812,6.879238
0.002829,7.024603
0.002891,7.166959
0.003020,7.306489
0.003092,7.443353
0.003123,7.577701
0.003159,7.709667
0.003198,7.839375
0.003259,7.966936
0.003273,8.092455
0.003418,8.216027
0.003489,8.337740
0.003511,8.457676
0.003568,8.575912
0.003599,8.692518
0.003652,8.807559
0.003705,8.921098
0.003752,9.033192
0.003910,9.143895
0.003986,9.143895
0.004033,9.143895
0.004040,1.000000
0.004105,1.000000
0.004147,1.000000
0.004210,1.000000
0.004233,1.000000
0.004273,1.000000
0.004327,1.000000
0.004377,1.000000
0.004497,2.000000
0.004568,3.000000
0.004673,4.000000
0.004715,4.250000
0.004730,4.485294
0.004790,4.708245
0.004832,4.708245
0.004843,1.000000
0.004987,2.000000
0.005043,2.500000
0.005090,2.500000
0.005103,1.000000
0.005274,2.000000
0.005342,2.000000
0.005391,2.000000
0.005403,1.000000
0.005628,2.000000
0.005753,2.500000
0.005817,2.900000
0.005906,3.244828
0.005976,3.553010
0.005996,3.834462
0.006201,4.095255
0.006253,4.339440
0.006287,4.569884
0.006339,4.788708
0.006466,4.997533
0.006522,5.197631
0.006540,5.390027
0.006579,5.575555
0.006752,5.754909
0.006812,5.928674
0.006846,6.097345
0.006890,6.261351
0.006935,6.421061
0.007115,6.576799
0.007194,6.728848
0.007216,6.877462
0.007264,7.022865
0.007307,7.165257
0.007340,7.304819
0.007518,7.441715
0.007592,7.576093
0.007613,7.708087
0.007670,7.837821
0.007742,7.965407
0.007956,8.090950
0.008036,8.214545
0.008064,8.336280
0.008100,8.456238
0.008133,8.574494
0.008166,8.691119
0.008200,8.806179
0.008241,8.919735
0.008426,9.031846
0.008482,9.142565
0.008496,9.251944
0.008517,9.360029
0.008542,9.360029
0.008581,9.360029
0.008586,1.000000
0.008619,1.000000
0.008652,1.000000
0.008695,1.000000
0.008737,1.000000
0.008757,1.000000
0.008767,1.000000
0.008924,2.000000
0.008986,2.500000
0.009045,2.900000
0.009094,3.244828
0.009185,3.553010
0.009238,3.834462
0.009251,4.095255
0.009367,4.339440
0.009432,4.569884
0.009451,4.569884
0.009487,4.569884
0.009494,1.000000
0.009556,1.000000
0.009590,1.000000
0.009600,1.000000
0.009791,2.000000
0.009848,2.500000
0.009931,2.900000
0.010010,3.244828
0.010130,3.553010
0.010199,3.834462
0.010235,3.834462
0.010272,3.834462
0.010282,1.000000
0.010471,2.000000
0.010525,2.500000
0.010616,2.900000
0.010673,3.244828
0.010754,3.553010
0.010824,3.834462
0.010845,4.095255
0.010952,4.339440
0.011010,4.569884
0.011027,4.788708
0.011045,4.997533
0.011165,5.197631
0.011212,5.390027
0.011238,5.575555
0.011282,5.754909
0.011325,5.928674
0.011446,6.097345
0.011496,6.261351
0.011510,6.421061
0.011551,6.576799
0.011596,6.728848
0.011636,6.877462
0.011793,7.022865
0.011870,7.165257
0.011895,7.304819
0.011955,7.441715
0.012001,7.576093
0.012042,7.708087
0.012084,7.708087
0.012096,1.000000
0.012301,2.000000
0.012384,3.000000
0.012463,3.333333
0.012526,3.633333
0.012542,3.908563
0.012708,4.164411
0.012767,4.404541
0.012796,4.631580
0.012829,4.847489
0.012960,5.053781
0.013055,5.251653
0.013076,5.442069
0.013147,5.625823
0.013302,5.803574
0.013373,5.975882
0.013397,6.143221
0.013443,6.306002
0.013493,6.464581
0.013661,6.619270
0.013733,6.770345
0.013748,6.918047
0.013779,7.062597
0.013827,7.204188
0.013866,7.342996
0.014000,7.479180
0.014055,7.612885
0.014071,7.744241
0.014104,7.873369
0.014136,8.000380
0.014171,8.125374
0.014206,8.248445
0.014331,8.369680
0.014377,8.489159
0.014389,8.606956
0.014430,8.723141
0.014479,8.837779
0.014524,8.950929
0.014554,9.062650
0.014574,9.172993
0.014677,9.282008
0.014713,9.389744
0.014725,9.496243
0.014747,9.601548
0.014784,9.705698
0.014835,9.808730
0.014885,9.910680
0.014906,10.011581
0.015067,10.111465
0.015103,10.210363
0.015123,10.308303
0.015155,10.405312
0.015206,10.501417
0.015243,10.596642
0.015282,10.691011
0.015322,10.784548
0.015350,10.877273
0.015371,10.969208
0.015494,11.060372
0.015543,11.150785
0.015571,11.240465
0.015609,11.329429
0.015657,11.417695
0.015730,11.505278
0.015790,11.592195
0.015819,11.678460
0.015846,11.764088
0.015985,11.849092
0.016033,11.933487
0.016048,12.017285
0.016088,12.100498
0.016126,12.183139
0.016166,12.265220
0.016204,12.346751
0.016239,12.427744
0.016270,12.508209
0.016299,12.588157
0.016327,12.667597
0.016483,12.746538
0.016529,12.824991
0.016542,12.902964
0.016601,12.980465
0.016657,13.057504
0.016703,13.134088
0.016760,13.210226
0.016791,13.285925
0.016818,13.361193
0.016848,13.436036
0.016876,13.510463
0.016905,13.584480
0.016948,13.584480
0.016963,1.000000
0.017415,2.000000
0.017512,3.000000
0.017700,4.000000
0.017790,4.000000
0.017850,4.000000
0.017857,1.000000
0.017927,1.000000
0.017997,1.000000
0.018129,2.000000
0.018227,2.500000
0.018329,2.900000
0.018398,3.244828
0.018694,3.553010
0.018779,3.834462
0.018808,4.095255
0.019003,4.339440
0.019077,4.569884
0.019135,4.788708
0.019321,4.997533
0.019395,5.197631
0.019449,5.390027
0.019599,5.575555
0.019664,5.754909
0.019681,5.928674
0.019717,6.097345
0.019856,6.261351
0.019909,6.421061
0.019949,6.576799
0.019984,6.728848
0.020017,6.877462
0.020147,7.022865
0.020194,7.165257
0.020228,7.304819
0.020261,7.441715
0.020291,7.576093
0.020319,7.708087
0.020419,7.837821
0.020456,7.965407
0.020466,8.090950
0.020499,8.214545
0.020528,8.336280
0.020551,8.456238
0.020575,8.574494
0.020658,8.691119
0.020696,8.806179
0.020710,8.919735
0.020745,9.031846
0.020777,9.142565
0.020804,9.251944
0.020841,9.360029
0.020879,9.466867
0.021039,9.572498
0.021083,9.676964
0.021128,9.780302
0.021167,9.780302
0.021202,9.780302
0.021207,1.000000
0.021253,1.000000
0.021291,1.000000
0.021322,1.000000
0.021346,1.000000
0.021431,2.000000
0.021499,3.000000
0.021626,4.000000
0.021694,4.250000
0.021713,4.250000
0.021753,4.250000
0.021761,1.000000
0.021813,1.000000
0.021926,2.000000
0.021985,2.500000
0.022070,2.900000
0.022145,3.244828
0.022228,3.553010
0.022288,3.834462
0.022304,4.095255
0.022451,4.339440
0.022507,4.569884
0.022522,4.788708
0.022555,4.997533
0.022697,5.197631
0.022767,5.390027
0.022800,5.575555
0.022848,5.754909
0.022898,5.928674
0.023028,6.097345
0.023084,6.261351
0.023163,6.421061
0.023205,6.576799
0.023281,6.728848
0.023318,6.728848
0.023338,1.000000
0.023735,2.000000
0.023793,3.000000
0.023856,3.333333
0.023888,3.633333
0.023900,3.908563
0.024040,4.164411
0.024104,4.404541
0.024117,4.631580
0.024154,4.847489
0.024271,5.053781
0.024317,5.251653
0.024329,5.442069
0.024361,5.625823
0.024393,5.803574
0.024539,5.975882
0.024584,6.143221
0.024597,6.306002
0.024618,6.464581
0.024640,6.619270
0.024722,6.770345
0.024781,6.918047
0.024797,7.062597
0.024851,7.204188
0.024884,7.342996
0.024921,7.479180
0.025078,7.612885
0.025132,7.744241
0.025145,7.873369
0.025174,8.000380
0.025221,8.125374
0.025261,8.248445
0.025312,8.369680
0.025447,8.489159
0.025490,8.606956
